Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Infraction Score,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Total Actions
Francis De Vries,NZL,DF,0,32,0,0,0,0,0,0,0,0.0,0.0,2,0,1,5,1,16,7,43.75,2,50,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Francisco Trincao,POR,FW,0,32,0,0,1,0,1,0,0,0.11,0.0,1,0,2,12,1,16,13,81.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
Justin Kluivert,NED,MF,0,32,0,0,0,0,0,0,0,0.0,0.0,0,0,2,12,0,7,7,100.0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,
Youssef Amyn,IRQ,MF,0,32,0,0,0,0,0,0,0,0.0,0.0,0,0,2,25,4,6,5,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Maximilian Beier,GER,FW,0,33,0,0,0,0,0,0,0,0.0,0.0,0,0,1,9,1,13,6,46.15,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,
Tete Yengi,AUS,FW,0,33,0,1,1,0,1,0,0,0.1,0.0,0,0,1,17,2,5,3,60.0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,,,,
Ayoube Amaimouni,MAR,FW,0,33,0,1,2,0,2,0,0,0.29,0.0,0,0,4,10,3,9,8,88.89,1,0,2,0,0,1,0,1,0,0,0,0,0,0,,,,
Samed Bazdar,BIH,FW,0,35,0,0,0,0,0,0,0,0.0,0.0,0,0,2,6,2,5,2,40.0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,,,,
Guus Til,NED,MF,0,36,0,0,0,0,0,0,0,0.0,0.0,0,0,1,20,1,8,7,87.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
Bara Sapoko Ndiaye,SEN,MF,0,36,0,1,1,0,0,1,0,0.04,0.0,0,0,2,11,3,10,9,90.0,1,100,0,0,0,0,0,0,2,0,0,0,0,0,,,,
Jackson Porozo,ECU,DF,0,36,0,0,0,0,0,0,0,0.0,0.0,0,0,2,2,0,12,12,100.0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,,,,
Joaquin Seys,BEL,DF,0,36,0,0,0,0,0,0,0,0.0,0.0,0,0,3,30,2,7,7,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jamie Leweling,GER,MF,0,37,0,0,1,0,0,1,0,0.08,0.0,0,0,2,15,4,14,11,78.57,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
Jean Philippe Mateta,FRA,FW,0,38,0,1,3,0,3,0,1,0.92,0.0,0,0,1,23,2,2,2,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,
Ederson Silva,BRA,MF,0,38,0,0,2,0,1,1,0,0.34,0.0,0,0,1,20,2,5,5,100.0,3,33,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Zineddine Belaid,ALG,DF,0,38,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,44,43,97.73,0,0,0,1,100,0,0,0,0,0,0,0,1,0,,,,
Ali Yousif,IRQ,FW,0,38,0,0,0,0,0,0,0,0.0,0.0,0,0,2,17,1,4,4,100.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Luiz Henrique,BRA,FW,0,38,0,0,0,0,0,0,0,0.0,0.0,0,0,2,10,3,12,12,100.0,0,0,0,3,100,0,0,0,1,0,0,0,0,0,,,,
Ahmed Maknazi,IRQ,DF,0,38,0,0,0,0,0,0,0,0.0,0.0,0,0,2,23,5,5,3,60.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Eray Coemert,SUI,DF,0,39,0,0,0,0,0,0,0,0.0,0.0,0,0,1,9,1,5,5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Patrick Wimmer,AUT,FW,0,39,0,0,1,0,1,0,1,0.12,0.0,0,0,4,15,6,13,7,53.85,0,0,0,2,100,0,0,3,1,0,0,0,0,0,,,,
Jordy Caicedo,ECU,FW,0,40,0,0,1,0,1,0,0,0.05,0.0,0,0,1,12,1,6,6,100.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,
Oumar Diakite,CIV,FW,0,40,0,0,0,0,0,0,0,0.0,0.0,0,0,3,11,1,19,17,89.47,1,0,3,3,33,0,0,0,0,0,0,0,0,0,,,,
Ahmed Alganehi,QAT,MF,0,41,0,0,1,0,0,1,0,0.05,0.0,2,0,3,18,4,12,11,91.67,2,100,1,0,0,0,0,1,0,0,0,0,0,0,,,,
Alhashmi Alhussein,QAT,DF,0,41,0,0,0,0,0,0,0,0.0,0.0,0,0,2,20,8,0,0,,0,0,0,0,0,0,0,2,2,0,0,0,0,0,,,,
Alexander Prass,AUT,MF,0,41,0,0,0,0,0,0,0,0.0,0.0,0,0,0,5,0,25,22,88.0,3,0,0,3,33,0,0,0,0,0,0,0,0,0,,,,
Cho Guesung,KOR,FW,0,41,0,1,2,0,2,0,2,0.51,0.0,0,0,4,13,1,7,4,57.14,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,,,
Rebin Sulaka,IRQ,DF,0,41,0,0,1,0,1,0,0,0.07,0.0,0,0,2,1,1,29,23,79.31,0,0,0,0,0,3,33,1,0,0,1,0,0,3,,,,
Ali Alipour,IRN,FW,0,42,0,0,1,0,1,0,0,0.04,0.0,0,0,2,13,4,8,4,50.0,0,0,0,1,100,0,0,1,1,0,0,0,0,0,,,,
Axel Witsel,BEL,MF,0,42,0,0,0,0,0,0,0,0.0,0.0,0,0,1,21,3,9,8,88.89,0,0,0,0,0,0,0,2,1,1,0,0,0,1,,,,
Jorrel Hato,NED,DF,0,43,0,0,0,0,0,0,0,0.0,0.0,0,0,1,23,4,4,2,50.0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Tomas Chory,CZE,FW,0,43,0,0,0,0,0,0,0,0.0,0.0,0,0,0,14,1,8,7,87.5,0,0,0,1,0,0,0,2,1,0,0,0,0,0,,,,
Saleem Obaid,JOR,DF,0,43,0,0,0,0,0,0,0,0.0,0.0,0,0,2,6,3,18,12,66.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Ala Alhajji,KSA,MF,0,43,0,0,0,0,0,0,0,0.0,0.0,0,0,1,7,1,17,16,94.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Park Jinseob,KOR,DF,0,44,0,1,1,0,1,0,1,0.24,0.0,0,0,1,1,0,52,49,94.23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
Nick Woltemade,GER,FW,0,44,0,0,2,0,2,0,0,0.09,0.0,0,0,0,6,1,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gervane Kastaneer,CUW,FW,0,45,0,0,1,0,0,1,0,0.03,0.0,0,0,0,17,3,9,7,77.78,0,0,0,0,0,0,0,2,0,2,0,0,0,2,,,,
Charles Pickel,COD,MF,0,45,0,0,1,0,1,0,0,0.1,0.0,0,0,3,25,3,22,19,86.36,0,0,0,0,0,2,50,2,1,1,0,0,0,1,,,,
Orbelin Pineda,MEX,MF,0,45,0,0,1,0,1,0,0,0.09,0.0,0,0,3,33,1,5,5,100.0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,,,,
Taha Ali,SWE,FW,0,46,0,0,0,0,0,0,0,0.0,0.0,0,0,4,15,0,16,15,93.75,1,0,4,2,100,0,0,0,2,0,0,0,0,0,,,,
Igor Sergeev,UZB,FW,0,46,0,0,0,0,0,0,0,0.0,0.0,0,0,0,21,2,4,4,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,
Theo Bongonda,COD,MF,0,47,0,0,1,0,1,0,0,0.04,0.0,1,0,1,19,2,13,9,69.23,2,0,0,2,0,0,0,0,1,0,0,0,0,0,,,,
Roger Ibanez,BRA,DF,0,49,0,0,0,0,0,0,0,0.0,0.0,0,0,0,10,1,22,22,100.0,0,0,2,1,100,0,0,2,1,1,0,0,0,1,,,,
Dylan Bronn,TUN,DF,0,49,0,0,0,0,0,0,0,0.0,0.0,0,0,1,4,1,20,16,80.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,
Simon Banza,COD,FW,0,49,0,0,0,0,0,0,0,0.0,0.0,0,0,3,25,3,6,4,66.67,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,
Lyndon Dykes,SCO,FW,0,49,0,0,1,0,1,0,1,0.15,0.0,0,0,3,22,3,11,7,63.64,1,0,0,4,25,0,0,2,0,0,0,0,0,0,,,,
Matias Vina,URU,DF,0,49,0,0,0,0,0,0,0,0.0,0.0,0,0,4,8,0,29,23,79.31,2,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,
Jordy Alcivar,ECU,MF,0,49,0,0,1,0,1,0,0,0.04,0.0,0,0,1,12,7,33,31,93.94,1,0,0,1,100,0,0,1,0,1,0,0,0,1,,,,
Morten Thorsby,NOR,MF,0,50,0,0,0,0,0,0,0,0.0,0.0,0,0,0,33,3,18,17,94.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Sontje Hansen,CUW,FW,0,50,0,1,1,0,0,1,0,0.03,0.0,0,0,2,31,1,6,5,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Fredrik Andre Bjorkan,NOR,DF,0,50,0,0,0,0,0,0,0,0.0,0.0,0,0,2,21,2,21,19,90.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Malick Thiaw,GER,DF,0,50,0,0,0,0,0,0,0,0.0,0.0,0,0,3,7,3,38,33,86.84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,
Mehdi Ghayedi,IRN,FW,0,50,0,0,1,0,0,1,0,0.05,0.0,1,0,3,13,2,9,6,66.67,3,33,0,1,100,0,0,2,1,0,0,0,0,0,,,,
Deniz Gul,TUR,FW,0,50,0,1,2,0,2,0,1,0.7,0.0,0,0,0,5,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,
Jearl Margaritha,CUW,FW,0,50,0,0,1,0,1,0,0,0.05,0.0,0,0,3,23,1,8,8,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Castrop Jens,KOR,DF,0,51,0,0,0,0,0,0,0,0.0,0.0,0,0,2,13,5,30,27,90.0,4,25,1,2,100,1,100,3,0,0,0,0,0,0,,,,
Abdulaziz Hatem,QAT,MF,0,51,0,0,0,0,0,0,0,0.0,0.0,0,0,1,20,0,32,26,81.25,0,0,0,2,50,0,0,1,0,0,0,0,0,0,,,,
Arya Yousefi,IRN,DF,0,51,0,1,1,0,1,0,0,0.06,0.0,0,0,1,12,2,18,16,88.89,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,
Sergio Rochet,URU,GK,0,51,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,19,10,52.63,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0.0,7.0,5.0,12.0
Angelo Stiller,GER,MF,0,52,0,0,0,0,0,0,0,0.0,0.0,0,0,1,7,1,34,31,91.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
Ismael Diaz,PAN,MF,0,52,0,2,6,0,4,2,2,0.39,0.0,0,0,3,20,1,15,13,86.67,0,0,1,0,0,0,0,0,0,0,0,0,2,0,,,,
Mohamed Hadj Mahmoud,TUN,MF,0,52,0,0,0,0,0,0,0,0.0,0.0,0,0,1,25,6,13,12,92.31,0,0,0,0,0,1,100,2,0,0,0,0,0,0,,,,
Tomas Rodriguez,PAN,FW,0,53,0,1,1,0,0,1,0,0.06,0.0,0,0,3,26,3,9,7,77.78,0,0,0,1,100,0,0,3,1,0,0,0,0,0,,,,
Eom Jisung,KOR,MF,0,53,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,9,9,100.0,3,67,2,2,100,0,0,0,1,0,0,0,0,0,,,,
Yaimar Medina,ECU,DF,0,53,0,0,1,0,1,0,1,0.04,0.0,0,0,1,10,3,19,17,89.47,4,25,0,1,0,1,100,1,0,0,0,0,0,0,,,,
Isidro Pitta,PAR,FW,0,55,0,0,0,0,0,0,0,0.0,0.0,0,0,2,26,3,4,3,75.0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,,,,
Can Uzun,TUR,FW,0,55,0,1,4,0,3,1,0,0.39,0.0,0,0,4,9,3,24,22,91.67,0,0,4,0,0,0,0,0,1,0,0,0,0,0,,,,
Ahmed Alaaeldin,QAT,FW,0,55,0,1,1,0,1,0,0,0.13,0.0,0,0,2,22,4,8,4,50.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,
Farrukh Sayfiev,UZB,DF,0,55,0,0,0,0,0,0,0,0.0,0.0,0,0,1,5,0,14,12,85.71,1,0,1,2,100,0,0,0,2,0,0,0,0,0,,,,
Matias Fernandez Pardo,BEL,FW,0,57,0,0,3,0,2,1,0,0.25,0.0,0,0,2,25,4,15,13,86.67,3,0,4,3,67,0,0,0,0,0,0,0,0,0,,,,
Junnosuke Suzuki,JPN,DF,0,58,0,0,0,0,0,0,0,0.0,0.0,0,0,0,22,4,7,6,85.71,1,0,0,1,0,0,0,2,0,1,0,0,0,1,,,,
Wout Weghorst,NED,FW,0,58,0,0,0,0,0,0,0,0.0,0.0,0,0,2,53,2,7,4,57.14,0,0,0,1,0,0,0,1,2,0,0,0,0,0,,,,
Vladimir Darida,CZE,MF,0,58,0,0,1,0,1,0,0,0.01,0.0,0,0,10,34,1,18,14,77.78,0,0,2,1,0,0,0,0,1,0,0,0,0,0,,,,
Alireza Jahanbakhsh,IRN,MF,0,58,0,0,1,0,1,0,0,0.04,0.0,0,0,2,20,0,11,7,63.64,2,50,1,1,100,0,0,2,0,0,0,0,0,0,,,,
Elias Achouri,TUN,FW,0,58,0,1,3,0,0,3,0,0.13,0.0,0,0,1,19,6,8,7,87.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,
Dan Burn,ENG,DF,0,59,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,4,2,50.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,,,
Denis Visinsky,CZE,FW,0,59,0,0,3,0,2,1,0,0.26,0.0,0,0,4,20,0,14,14,100.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,,,,
Alan Minda,ECU,MF,0,59,0,0,2,0,1,1,0,0.44,0.0,0,0,1,28,1,16,12,75.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
Lyle Foster,RSA,FW,0,59,0,0,1,0,1,0,1,0.07,0.0,0,0,1,25,1,5,1,20.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
Kojo Peprah Oppong,GHA,DF,0,61,0,0,0,0,0,0,0,0.0,0.0,0,0,1,5,0,22,21,95.45,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,,,
Mathieu Choiniere,CAN,MF,0,61,0,0,0,0,0,0,0,0.0,0.0,1,0,2,19,2,29,23,79.31,4,50,0,2,50,1,100,1,1,0,0,0,0,0,,,,
Brian Rodriguez,URU,FW,0,61,0,1,3,0,1,2,0,0.22,0.0,10,0,2,15,1,26,19,73.08,14,7,2,7,71,1,100,0,1,0,0,0,0,0,,,,
Cedric Itten,SUI,FW,0,62,0,0,0,0,0,0,0,0.0,0.0,0,0,4,27,6,5,3,60.0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,,,,
Prince Adu,GHA,FW,0,62,0,0,1,0,1,0,0,0.25,0.0,0,0,0,25,4,5,4,80.0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,
Marko Farji,IRQ,FW,0,62,0,0,0,0,0,0,0,0.0,0.0,0,0,2,34,2,11,7,63.64,2,50,1,1,100,0,0,0,2,0,0,0,0,0,,,,
Kim Jingyu,KOR,MF,0,64,0,0,1,0,0,1,0,0.01,0.0,0,0,3,16,3,56,54,96.43,1,0,0,2,100,0,0,0,1,0,0,0,0,0,,,,
Alex Arce,PAR,FW,0,64,0,0,0,0,0,0,0,0.0,0.0,0,0,1,32,4,10,7,70.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,,,
Igor Thiago,BRA,FW,0,65,0,1,2,0,2,0,1,0.4,0.0,0,0,5,25,5,5,4,80.0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,,,,
Ollie Watkins,ENG,FW,0,65,0,0,1,0,1,0,0,0.04,0.0,0,0,1,16,3,10,9,90.0,3,33,3,2,100,0,0,1,0,0,0,0,0,0,,,,
Firas Chaouat,TUN,FW,0,66,0,0,0,0,0,0,0,0.0,0.0,0,0,0,18,0,7,7,100.0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,,,,
Waldemar Anton,GER,DF,0,66,0,1,1,0,1,0,1,0.11,0.0,0,0,1,13,3,30,29,96.67,2,0,0,0,0,0,0,3,1,0,0,0,1,0,,,,
Mathew Leckie,AUS,FW,0,67,0,0,1,0,1,0,0,0.1,0.0,0,0,2,30,4,10,7,70.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,
Dominique Simon,HAI,MF,0,68,0,1,1,0,0,1,0,0.01,0.0,1,0,2,26,6,30,22,73.33,1,100,0,2,0,0,0,1,1,0,0,0,0,0,,,,
Quinten Timber,NED,MF,0,68,0,0,0,0,0,0,0,0.0,0.0,0,0,5,27,7,12,10,83.33,2,50,0,2,50,0,0,0,2,0,0,0,0,0,,,,
Besfort Zeneli,SWE,MF,0,69,0,1,1,0,0,1,0,0.01,0.0,0,0,3,35,7,38,34,89.47,2,0,0,2,50,0,0,1,0,0,0,0,0,0,,,,
Ibrahima Konate,FRA,DF,0,69,0,0,0,0,0,0,0,0.0,0.0,0,0,2,12,5,34,32,94.12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,,
Alexandro Maidana,PAR,DF,0,69,0,0,0,0,0,0,0,0.0,0.0,0,0,2,30,6,19,13,68.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Joris Kayembe,COD,DF,0,69,0,0,1,0,0,1,0,0.0,0.0,0,0,4,20,5,24,19,79.17,3,67,0,4,25,0,0,0,1,0,0,0,0,0,,,,
Telmo Arcanjo,CPV,MF,0,69,0,0,0,0,0,0,0,0.0,0.0,1,0,6,27,1,14,12,85.71,1,100,2,0,0,1,100,0,1,0,0,0,0,0,,,,
Sultan Mandash,KSA,FW,0,71,0,0,0,0,0,0,0,0.0,0.0,0,0,15,22,5,9,7,77.78,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,,
Henrik Falchener,NOR,DF,0,71,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,23,18,78.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Luka Vuskovic,CRO,DF,0,71,0,0,0,0,0,0,0,0.0,0.0,0,0,0,3,2,43,38,88.37,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,
Danilo Santos,BRA,MF,0,73,0,1,2,0,2,0,1,0.19,0.0,0,0,1,22,4,30,23,76.67,0,0,0,2,100,0,0,0,0,0,0,0,0,0,,,,
Hossam Abdelmaguid,EGY,DF,0,73,0,0,0,0,0,0,0,0.0,0.0,0,0,4,11,3,32,28,87.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
Kim Moonhwan,KOR,DF,0,74,0,0,0,0,0,0,0,0.0,0.0,0,0,11,19,2,25,22,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Ayoub El Kaabi,MAR,FW,0,74,0,2,3,0,3,0,0,0.31,0.0,0,0,2,25,7,10,7,70.0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,,,,
Mohammad Abualnadi,JOR,DF,0,75,0,0,0,0,0,0,0,0.0,0.0,0,0,2,6,3,31,24,77.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kristian Thorstvedt,NOR,MF,0,75,0,1,3,0,2,1,0,0.17,0.0,0,0,0,38,5,24,19,79.17,0,0,2,1,0,0,0,2,1,0,0,0,0,0,,,,
Jason Geria,AUS,DF,0,75,0,0,0,0,0,0,0,0.0,0.0,0,0,1,21,3,23,18,78.26,1,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,
Oston Urunov,UZB,MF,0,75,0,0,0,0,0,0,0,0.0,0.0,0,0,4,41,1,10,8,80.0,0,0,1,2,50,0,0,0,0,0,0,0,0,0,,,,
Ruben Neves,POR,MF,0,76,0,0,2,0,0,2,0,0.03,0.0,0,0,3,37,0,29,27,93.1,0,0,0,2,50,0,0,0,0,0,0,0,0,0,,,,
Azarias Londono,PAN,FW,0,76,0,0,1,0,0,1,0,0.01,0.0,0,0,1,24,3,21,20,95.24,1,0,2,2,50,0,0,1,0,0,0,0,0,0,,,,
Diego Moreira,BEL,MF,0,76,0,0,0,0,0,0,0,0.0,0.0,0,0,5,36,2,15,10,66.67,4,25,1,3,67,2,50,2,1,0,0,0,1,0,,,,
Ali Azaizeh,JOR,FW,0,78,0,0,2,0,1,1,1,0.06,0.0,1,0,3,47,3,13,12,92.31,1,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,
Diogo Dalot,POR,DF,0,78,0,0,1,0,0,1,0,0.04,0.0,0,0,2,13,3,39,34,87.18,1,0,2,1,0,0,0,0,1,0,0,0,0,0,,,,
Aaron Hickey,SCO,DF,0,79,0,0,0,0,0,0,0,0.0,0.0,0,0,1,16,5,42,38,90.48,1,0,0,1,100,0,0,2,4,1,0,0,0,1,,,,
Jesse Randall,NZL,FW,0,79,0,0,1,0,0,1,0,0.01,0.0,3,0,3,15,2,16,12,75.0,5,40,2,1,0,0,0,0,1,0,0,0,0,0,,,,
Kai Trewin,AUS,DF,0,81,0,0,1,0,0,1,0,0.0,0.0,0,0,7,22,4,31,27,87.1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,
Nico Paz,ARG,FW,0,81,0,0,1,0,0,1,0,0.08,0.0,0,0,7,44,6,56,54,96.43,1,0,1,2,100,2,100,2,1,0,0,0,0,0,,,,
Andrej Kramaric,CRO,FW,0,81,0,0,1,0,0,1,0,0.01,0.0,0,0,0,24,1,20,17,85.0,2,0,0,2,50,0,0,0,0,0,0,0,1,0,,,,
Brenden Aaronson,USA,FW,0,82,0,1,3,0,3,0,0,0.46,0.0,0,0,6,37,9,22,21,95.45,3,33,0,2,50,0,0,2,1,0,0,0,0,0,,,,
Hamza Abdelkarim,EGY,FW,0,83,0,0,0,0,0,0,0,0.0,0.0,0,0,8,36,6,10,7,70.0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,,,,
Yeremy Pino,ESP,FW,0,83,0,0,0,0,0,0,0,0.0,0.0,0,0,3,28,7,29,25,86.21,1,0,0,0,0,0,0,2,0,0,0,0,1,0,,,,
Zizo,EGY,FW,0,84,0,1,3,0,2,1,0,0.14,0.0,4,0,4,14,2,27,23,85.19,6,33,1,1,0,0,0,2,1,0,0,0,0,0,,,,
Jeremy Antonisse,CUW,FW,0,85,0,0,1,0,1,0,0,0.05,0.0,2,0,1,39,3,35,25,71.43,6,50,1,2,0,1,100,0,0,0,0,0,0,0,,,,
Gavi,ESP,MF,0,85,0,0,1,0,1,0,0,0.01,0.0,0,0,4,33,8,31,29,93.55,2,0,0,1,100,1,100,2,1,0,0,0,0,0,,,,
Cecilio Waterman,PAN,FW,0,85,0,1,2,0,2,0,0,0.05,0.0,0,0,7,19,2,10,7,70.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,,
Obed Vargas,MEX,MF,0,85,0,1,1,0,0,1,0,0.02,0.0,0,0,3,20,2,22,20,90.91,0,0,2,3,33,0,0,1,0,0,0,0,0,0,,,,
Ardon Jashari,SUI,MF,0,87,0,0,2,0,0,2,0,0.03,0.0,0,0,3,33,4,30,25,83.33,1,0,0,3,67,1,0,2,1,0,0,0,0,0,,,,
Guillermo Martinez,MEX,FW,0,87,0,0,0,0,0,0,0,0.0,0.0,0,0,3,41,4,13,12,92.31,1,0,0,0,0,0,0,3,1,0,0,0,0,0,,,,
Nishan Velupillay,AUS,FW,0,88,0,0,0,0,0,0,0,0.0,0.0,0,0,1,57,4,12,6,50.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,
Abdullah Alhamddan,KSA,FW,0,88,0,2,2,0,1,1,0,0.2,0.0,0,0,5,62,5,22,16,72.73,1,0,1,2,50,0,0,2,0,0,0,0,0,0,,,,
Munaf Younus,IRQ,DF,0,89,0,0,0,0,0,0,0,0.0,0.0,0,0,2,11,5,19,17,89.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Luca Jaquez,SUI,DF,0,89,0,0,0,0,0,0,0,0.0,0.0,0,0,3,15,4,41,31,75.61,2,0,1,4,50,0,0,3,1,0,0,0,0,0,,,,
Santiago Arias,COL,DF,0,89,0,0,0,0,0,0,0,0.0,0.0,0,0,5,12,1,43,37,86.05,5,80,0,1,100,0,0,1,0,0,0,0,0,0,,,,
Ivan Toney,ENG,FW,0,89,0,1,2,0,2,0,1,0.06,0.0,0,0,2,21,4,21,15,71.43,0,0,0,1,100,0,0,0,3,0,0,0,2,0,,,,
Timothy Weah,USA,FW,0,90,0,0,2,0,1,1,0,0.05,0.0,0,0,5,34,4,34,30,88.24,2,0,0,2,50,0,0,2,0,0,0,0,2,0,,,,
Garry Rodrigues,CPV,MF,0,90,0,0,1,0,1,0,0,0.04,0.0,0,0,3,23,1,14,11,78.57,2,50,2,2,100,0,0,0,0,0,0,0,2,0,,,,
Jorge Gutierrez,PAN,DF,0,90,0,0,0,0,0,0,0,0.0,0.0,0,0,6,28,10,23,19,82.61,0,0,0,1,0,0,0,1,2,0,0,0,0,0,,,,
Ajdin Hrustic,AUS,FW,0,90,0,0,3,0,2,1,0,0.11,0.0,1,0,5,40,2,31,27,87.1,5,40,1,0,0,0,0,1,0,0,0,0,0,0,,,,
Odiljon Xamrobekov,UZB,MF,0,90,0,0,1,0,1,0,0,0.16,0.0,0,0,7,39,6,43,38,88.37,0,0,0,1,0,0,0,1,1,1,0,0,0,1,,,,
Mohamed Manai,QAT,FW,0,91,0,0,0,0,0,0,0,0.0,0.0,0,1,2,52,3,15,7,46.67,0,0,1,3,33,0,0,3,0,0,0,0,0,0,,,,
Alidu Seidu,GHA,DF,0,92,0,0,0,0,0,0,0,0.0,0.0,0,0,0,16,6,27,25,92.59,1,0,1,0,0,0,0,1,0,1,0,0,0,1,,,,
Gilson Benchimol,CPV,FW,0,93,0,0,0,0,0,0,0,0.0,0.0,0,0,5,52,4,11,9,81.82,0,0,3,2,0,0,0,0,1,0,0,0,0,0,,,,
Bazoumana Toure,CIV,FW,0,94,0,0,0,0,0,0,0,0.0,0.0,1,0,2,38,2,23,16,69.57,4,0,2,1,0,1,100,0,1,0,0,0,0,0,,,,
Pape Matar Sarr,SEN,MF,0,94,0,0,4,0,0,4,0,0.23,0.0,0,0,3,25,3,48,43,89.58,1,0,0,2,50,0,0,1,0,0,0,0,0,0,,,,
Antonio Sanabria,PAR,FW,0,95,0,0,0,0,0,0,0,0.0,0.0,0,0,4,38,2,10,7,70.0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,,
